"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"LW","Joffrey Lupul",3700,"Tor@NYR 07:00PM ET",2.375,"Tor"
"D","Dmitry Kulikov",3700,"Bos@Fla 07:30PM ET",2.111,"Fla"
"RW","Shane Doan",3600,"Van@Ari 10:00PM ET",2.300,"Ari"
"RW","Brian Gionta",3600,"Phi@Buf 07:00PM ET",1.786,"Buf"
"LW","Jason Chimera",3600,"Cls@Was 07:00PM ET",3.000,"Was"
"RW","Brad Boyes",3600,"Tor@NYR 07:00PM ET",1.813,"Tor"
"RW","Alexander Semin",3600,"Mon@Cgy 09:00PM ET",1.409,"Mon"
"RW","Michael Grabner",3600,"Tor@NYR 07:00PM ET",1.357,"Tor"
"C","David Desharnais",3600,"Mon@Cgy 09:00PM ET",2.273,"Mon"
"D","Jared Spurgeon",3600,"Chi@Min 08:00PM ET",2.611,"Min"
"RW","Matt Read",3600,"Phi@Buf 07:00PM ET",1.889,"Phi"
"LW","Tomas Fleischmann",3500,"Mon@Cgy 09:00PM ET",1.909,"Mon"
"D","Trevor Daley",3500,"Chi@Min 08:00PM ET",1.500,"Chi"
"C","Mikael Backlund",3500,"Mon@Cgy 09:00PM ET",1.800,"Cgy"
"D","Matt Dumba",3500,"Chi@Min 08:00PM ET",2.444,"Min"
"RW","Tom Wilson",3500,"Cls@Was 07:00PM ET",1.563,"Was"
"LW","Andre Burakovsky",3500,"Cls@Was 07:00PM ET",2.375,"Was"
"C","Vincent Lecavalier",3400,"Phi@Buf 07:00PM ET",0.625,"Phi"
"RW","Pierre-Alexandre Parenteau",3400,"Tor@NYR 07:00PM ET",1.363,"Tor"
"C","John Mitchell",3400,"Col@Car 07:00PM ET",2.500,"Col"
"D","Cody Franson",3400,"Phi@Buf 07:00PM ET",2.350,"Buf"
"C","Darren Helm",3400,"Ott@Det 07:30PM ET",0.800,"Det"
"C","Lars Eller",3400,"Mon@Cgy 09:00PM ET",2.227,"Mon"
"LW","Nathan Gerbe",3400,"Col@Car 07:00PM ET",1.650,"Car"
"C","Joe Colborne",3400,"Mon@Cgy 09:00PM ET",2.840,"Cgy"
"D","Michael Stone",3400,"Van@Ari 10:00PM ET",2.600,"Ari"
"C","Riley Sheahan",3400,"Ott@Det 07:30PM ET",1.667,"Det"
"C","Sean Couturier",3400,"Phi@Buf 07:00PM ET",2.000,"Phi"
"C","Sam Bennett",3400,"Mon@Cgy 09:00PM ET",1.389,"Cgy"
"C","Derek MacKenzie",3300,"Bos@Fla 07:30PM ET",2.056,"Fla"
"C","Antoine Vermette",3300,"Van@Ari 10:00PM ET",0.875,"Ari"
"RW","Jannik Hansen",3300,"Van@Ari 10:00PM ET",2.100,"Van"
"C","Shawn Matthias",3300,"Tor@NYR 07:00PM ET",2.071,"Tor"
"LW","Mason Raymond",3300,"Mon@Cgy 09:00PM ET",1.375,"Cgy"
"C","Jay Beagle",3300,"Cls@Was 07:00PM ET",1.438,"Was"
"D","Christopher Tanev",3300,"Van@Ari 10:00PM ET",2.200,"Van"
"C","J.T. Miller",3300,"Tor@NYR 07:00PM ET",2.200,"NYR"
"C","Brian Flynn",3300,"Mon@Cgy 09:00PM ET",1.864,"Mon"
"C","Leo Komarov",3300,"Tor@NYR 07:00PM ET",2.875,"Tor"
"C","Bo Horvat",3300,"Van@Ari 10:00PM ET",1.650,"Van"
"RW","David Jones",3200,"Mon@Cgy 09:00PM ET",1.800,"Cgy"
"D","Jeff Petry",3200,"Mon@Cgy 09:00PM ET",1.955,"Mon"
"D","David Savard",3200,"Cls@Was 07:00PM ET",2.350,"Cls"
"C","Oscar Lindberg",3200,"Tor@NYR 07:00PM ET",3.150,"NYR"
"D","Noah Hanifin",3200,"Col@Car 07:00PM ET",1.444,"Car"
"D","Dan Boyle",3100,"Tor@NYR 07:00PM ET",1.167,"NYR"
"D","Kevin Klein",3100,"Tor@NYR 07:00PM ET",2.050,"NYR"
"LW","Daniel Winnik",3100,"Tor@NYR 07:00PM ET",2.813,"Tor"
"LW","Jamie McGinn",3100,"Phi@Buf 07:00PM ET",1.800,"Buf"
